;place_name;place_type;long;lat;concat_person;person
497;Essaouira;City;-9.76972;31.5131;http://dbpedia.org/resource/Hamza_Ben_Driss_Ottmani|Hamza Ben Driss Ottmani (1940);1
498;Essen;City;7.01306;51.4508;http://dbpedia.org/resource/Alfred_Müller-Armack|Alfred Müller-Armack (1901),http://dbpedia.org/resource/Bert_Rürup|Bert Rürup (1943),http://dbpedia.org/resource/Jörg_Meuthen|Jörg Meuthen (1961),http://dbpedia.org/resource/Robert_K._von_Weizsäcker|Robert K. von Weizsäcker (1954);4
499;Eureka, California;City;-124.164;40.8019;http://dbpedia.org/resource/Robert_Hale_Merriman|Robert Hale Merriman (1908);1
500;Eureka, Illinois;City;-89.2753;40.7156;http://dbpedia.org/resource/Lewis_Henry_Haney|Lewis Henry Haney (1882);1
501;Evanston, Illinois;City;-87.6947;42.0464;http://dbpedia.org/resource/Anthony_Downs|Anthony Downs (1930),http://dbpedia.org/resource/Edmund_Phelps|Edmund Phelps (1933);2
502;Evergreen Park, Illinois;Village;-87.7025;41.72;http://dbpedia.org/resource/David_Prychitko|David Prychitko (1962);1
503;Exeter;City;-3.53333;50.7167;http://dbpedia.org/resource/John_Bowring|John Bowring (1792),http://dbpedia.org/resource/Martin_Neil_Baily|Martin Neil Baily (1949);2
504;Eys;Town;5.93333;50.8333;http://dbpedia.org/resource/René_van_der_Linden|René van der Linden (1943);1
505;Fagge;;8.52917;12.0067;http://dbpedia.org/resource/Yusuf_Abdullahi_Ata|Yusuf Abdullahi Ata (1962);1
506;Fairfield, New South Wales;City;150.955;-33.8706;http://dbpedia.org/resource/Joe_Tripodi|Joe Tripodi (1967);1
507;Falls Church, Virginia;City;-77.1722;38.8858;http://dbpedia.org/resource/Jon_David_Erickson|Jon David Erickson (1969);1
508;Fargo, North Dakota;City;-96.7894;46.8772;http://dbpedia.org/resource/David_Aaker|David Aaker (1938),http://dbpedia.org/resource/Philip_E._Austin|Philip E. Austin (1942);2
509;Fastiv Raion;;29.9089;50.045;http://dbpedia.org/resource/Oleh_Bilorus|Oleh Bilorus (1939);1
510;Federation of Rhodesia and Nyasaland;Country;29.0;-16.0;http://dbpedia.org/resource/Killion_Munyama|Killion Munyama (1961);1
511;Felsberg, Switzerland;;9.46667;46.8333;http://dbpedia.org/resource/Eveline_Widmer-Schlumpf|Eveline Widmer-Schlumpf (1956);1
512;Fenghua District;AdministrativeRegion;121.417;29.65;http://dbpedia.org/resource/Mao_Chi-kuo|Mao Chi-kuo (1948);1
513;Fife;;-3.2;56.25;http://dbpedia.org/resource/Tom_Nairn|Tom Nairn (1932);1
514;Finland;Country;24.9333;60.1667;http://dbpedia.org/resource/Juho_Vennola|Juho Vennola (1872);1
515;Fivizzano;;10.1333;44.2333;http://dbpedia.org/resource/Denis_Verdini|Denis Verdini (1951);1
516;Flensburg;Town;9.43667;54.7819;http://dbpedia.org/resource/Bärbel_Höhn|Bärbel Höhn (1952),http://dbpedia.org/resource/Jörg_Asmussen|Jörg Asmussen (1966);2
517;Flint, Michigan;City;-83.6933;43.0189;http://dbpedia.org/resource/Stephen_Smale|Stephen Smale (1930);1
518;Florence;Country;11.25;43.7833;http://dbpedia.org/resource/Lamberto_Dini|Lamberto Dini (1931),http://dbpedia.org/resource/Lorenzo_Bini_Smaghi|Lorenzo Bini Smaghi (1956),http://dbpedia.org/resource/Piero_Barucci|Piero Barucci (1933);3
519;Florence, South Carolina;City;-79.7742;34.1839;http://dbpedia.org/resource/Emmett_J._Rice|Emmett J. Rice (1919);1
520;Flores;Island;121.384;-8.67472;http://dbpedia.org/resource/Frans_Seda|Frans Seda (1926);1
521;Florida;AdministrativeRegion;-81.6;28.1;http://dbpedia.org/resource/Jered_Carr|Jered Carr (2000),http://dbpedia.org/resource/Steve_Davis_(scientist)|Steve Davis (scientist) (2000);2
522;Focșani;;27.1797;45.7;http://dbpedia.org/resource/Carl_Grünberg|Carl Grünberg (1861);1
523;Fontenay-le-Comte;;-0.8061;46.466;http://dbpedia.org/resource/Michel_Albert|Michel Albert (1930);1
524;Fort Collins, Colorado;Town;-105.078;40.5592;http://dbpedia.org/resource/Holbrook_Working|Holbrook Working (1895);1
525;Fort Madison, Iowa;City;-91.3389;40.6286;http://dbpedia.org/resource/Thomas_M._Hoenig|Thomas M. Hoenig (1946);1
526;Fort Smith, Northwest Territories;Town;-111.891;60.0053;http://dbpedia.org/resource/Mark_Carney|Mark Carney (1965);1
527;Fossano;;7.73333;44.55;http://dbpedia.org/resource/Jules_Dupuit|Jules Dupuit (1804);1
528;France;Country;2.35;48.85;http://dbpedia.org/resource/Albert_Merlin|Albert Merlin (1931),http://dbpedia.org/resource/Benoît_Cœuré|Benoît Cœuré (1969),http://dbpedia.org/resource/Brigitte_Granville|Brigitte Granville (1957),http://dbpedia.org/resource/Charles_Wyplosz|Charles Wyplosz (1947),http://dbpedia.org/resource/Christian_Noyer|Christian Noyer (1950),http://dbpedia.org/resource/Dominique_Strauss-Kahn|Dominique Strauss-Kahn (1949),http://dbpedia.org/resource/Edmond_Malinvaud|Edmond Malinvaud (1923),http://dbpedia.org/resource/Gilles_Saint-Paul|Gilles Saint-Paul (1963),http://dbpedia.org/resource/Jean-Claude_Martinez|Jean-Claude Martinez (1945),http://dbpedia.org/resource/Jean-Claude_Trichet|Jean-Claude Trichet (1942),http://dbpedia.org/resource/Julia_Cagé|Julia Cagé (1984),http://dbpedia.org/resource/Louis_Bachelier|Louis Bachelier (1870),http://dbpedia.org/resource/Lucas_Chancel|Lucas Chancel (1987),http://dbpedia.org/resource/Miguel_Boyer|Miguel Boyer (1939),http://dbpedia.org/resource/Serge_Latouche|Serge Latouche (1940),http://dbpedia.org/resource/Érik_Izraelewicz|Érik Izraelewicz (1954);16
529;Frankfurt;City;8.68333;50.1167;http://dbpedia.org/resource/Jens_Ludwig_(economist)|Jens Ludwig (economist) (2000);1
530;Franklin, New Hampshire;City;-71.6475;43.4442;http://dbpedia.org/resource/Kenneth_French|Kenneth French (1954);1
531;Frazer, Pennsylvania;Village;-75.5561;40.0322;http://dbpedia.org/resource/Joseph_S._Davis|Joseph S. Davis (1885);1
532;Free City of Danzig;Country;18.6667;54.35;http://dbpedia.org/resource/Henry_Rosovsky|Henry Rosovsky (2000);1
533;Free City of Frankfurt;Country;8.68222;50.1103;http://dbpedia.org/resource/James_Mayer_de_Rothschild|James Mayer de Rothschild (1792);1
534;Fregenal de la Sierra;;-6.65;38.1667;http://dbpedia.org/resource/Juan_Bravo_Murillo|Juan Bravo Murillo (1803);1
535;French First Republic;Country;2.33306;48.8667;http://dbpedia.org/resource/Antoine_Augustin_Cournot|Antoine Augustin Cournot (1801),http://dbpedia.org/resource/Auguste_Comte|Auguste Comte (1798);2
536;French Fourth Republic;Country;2.35;48.85;http://dbpedia.org/resource/Pascal_Lamy|Pascal Lamy (1947);1
537;French Indochina;Country;105.85;21.0333;http://dbpedia.org/resource/Tran_Van_Tho|Tran Van Tho (2000);1
538;French Third Republic;Country;2.48333;48.8167;http://dbpedia.org/resource/Raymond_Barre|Raymond Barre (1924);1
539;Fresno, California;City;-119.767;36.75;http://dbpedia.org/resource/Armen_Alchian|Armen Alchian (1914),http://dbpedia.org/resource/Ray_Fair|Ray Fair (1942),http://dbpedia.org/resource/Willard_Cochrane|Willard Cochrane (1914);3
540;Fribourg;;7.15;46.8;http://dbpedia.org/resource/Joseph_Deiss|Joseph Deiss (1946);1
541;Friesland (district);AdministrativeRegion;8.0;53.5;http://dbpedia.org/resource/Johann_Heinrich_von_Thünen|Johann Heinrich von Thünen (1783);1
542;Fukuoka;City;130.4;33.5833;http://dbpedia.org/resource/Juichi_Soyeda|Juichi Soyeda (1864);1
543;Fukuoka Prefecture;;130.583;33.6;http://dbpedia.org/resource/Kenichi_Ohmae|Kenichi Ohmae (1943);1
544;Fulda, Minnesota;City;-95.6;43.87;http://dbpedia.org/resource/Harold_Hotelling|Harold Hotelling (1895);1
545;Fürth;Town;11.0;49.4667;http://dbpedia.org/resource/Ludwig_Erhard|Ludwig Erhard (1897);1
546;Gabiley;City;43.6236;9.7;http://dbpedia.org/resource/Abdirahman_Duale_Beyle|Abdirahman Duale Beyle (2000);1
547;Gabrovo;Town;25.3333;42.8667;http://dbpedia.org/resource/Tsvetan_Vasilev|Tsvetan Vasilev (1959);1
548;Gah, Pakistan;Village;72.39;33.03;http://dbpedia.org/resource/Manmohan_Singh|Manmohan Singh (1932);1
549;Galveston, Texas;City;-94.8258;29.2811;http://dbpedia.org/resource/Robert_Ekelund|Robert Ekelund (1940);1
550;Gangkofen;;12.5633;48.4369;http://dbpedia.org/resource/Ottmar_Edenhofer|Ottmar Edenhofer (1961);1
551;Garut;;107.9;-7.21667;http://dbpedia.org/resource/Burhanuddin_Abdullah|Burhanuddin Abdullah (1947);1
552;Gary, Indiana;City;-87.3453;41.5956;http://dbpedia.org/resource/Joseph_Stiglitz|Joseph Stiglitz (1943),http://dbpedia.org/resource/Paul_Samuelson|Paul Samuelson (1915);2
553;Gastonia, North Carolina;City;-81.1803;35.2553;http://dbpedia.org/resource/Thomas_Sowell|Thomas Sowell (1930);1
554;Gateshead;;-1.6;54.95;http://dbpedia.org/resource/Alan_S._Duncan|Alan S. Duncan (1965);1
555;Gatuyaini;;36.9333;-0.55;http://dbpedia.org/resource/Mwai_Kibaki|Mwai Kibaki (1931);1
556;Gau-Odernheim;;8.19417;49.7847;http://dbpedia.org/resource/Jürgen_Stark|Jürgen Stark (1948);1
557;Gbinti;;-12.6;8.96667;http://dbpedia.org/resource/Abass_Bundu|Abass Bundu (1948);1
558;Gdovsky District;AdministrativeRegion;27.8167;58.75;http://dbpedia.org/resource/Natalya_Komarova|Natalya Komarova (1955);1
559;Gelsenkirchen;City;7.1;51.5167;http://dbpedia.org/resource/Oliver_Marc_Hartwich|Oliver Marc Hartwich (1975);1
560;Geneva;;6.15;46.2;http://dbpedia.org/resource/Jean_Charles_Léonard_de_Sismondi|Jean Charles Léonard de Sismondi (1773),http://dbpedia.org/resource/Michel_Balinski|Michel Balinski (1933);2
561;Geneva, Illinois;City;-88.31;41.89;http://dbpedia.org/resource/E._Philip_Howrey|E. Philip Howrey (1937);1
562;Geneva, Nebraska;City;-97.6019;40.5264;http://dbpedia.org/resource/Robert_B._Wilson|Robert B. Wilson (1937);1
563;Genoa;;8.93278;44.4111;http://dbpedia.org/resource/Guido_Mantega|Guido Mantega (1949),http://dbpedia.org/resource/Paolo_Emilio_Taviani|Paolo Emilio Taviani (1912);2
564;Georgia (country);Country;44.7833;42.0;http://dbpedia.org/resource/Ivane_Chkhartishvili|Ivane Chkhartishvili (1964);1
565;Gera;Town;12.0833;50.8806;http://dbpedia.org/resource/Thilo_Sarrazin|Thilo Sarrazin (1945);1
566;German Confederation;Country;8.675;50.108;http://dbpedia.org/resource/Karl_Marx|Karl Marx (1818);1
567;German Empire;Country;13.4;52.5167;http://dbpedia.org/resource/Hjalmar_Schacht|Hjalmar Schacht (1877),http://dbpedia.org/resource/Johann_Plenge|Johann Plenge (1874),http://dbpedia.org/resource/Karl_Schiller|Karl Schiller (1911),http://dbpedia.org/resource/Otto_Ohlendorf|Otto Ohlendorf (1907),http://dbpedia.org/resource/Wilhelm_Röpke|Wilhelm Röpke (1899);5
568;Germany;Country;13.3833;52.5167;http://dbpedia.org/resource/Hans-Joachim_Caesar|Hans-Joachim Caesar (1905),http://dbpedia.org/resource/W._Bentley_MacLeod|W. Bentley MacLeod (2000),http://dbpedia.org/resource/Wolfgang_Kasper|Wolfgang Kasper (1939);3
569;Gevgelija;Town;22.5028;41.1403;http://dbpedia.org/resource/Todor_Petrov|Todor Petrov (1960);1
570;Ghana;Country;-0.2;7.81667;http://dbpedia.org/resource/Kwesi_Botchwey|Kwesi Botchwey (1944);1
571;Gifu Prefecture;Country;136.9;35.4833;http://dbpedia.org/resource/Fumio_Hayashi|Fumio Hayashi (1952);1
572;Ginnerup;;10.7489;56.4101;http://dbpedia.org/resource/Anders_Fogh_Rasmussen|Anders Fogh Rasmussen (1953);1
573;Gipuzkoa;AdministrativeRegion;-2.16667;43.1667;http://dbpedia.org/resource/Miren_Etxezarreta|Miren Etxezarreta (1936);1
574;Girardot, Cundinamarca;Town;-74.8017;4.305;http://dbpedia.org/resource/Juan_Alfredo_Pinto_Saavedra|Juan Alfredo Pinto Saavedra (1953);1
575;Givatayim;;34.81;32.0714;http://dbpedia.org/resource/Yochai_Benkler|Yochai Benkler (2000);1
576;Gjakova;Town;20.4333;42.3833;http://dbpedia.org/resource/Mirlinda_Kusari-Purrini|Mirlinda Kusari-Purrini (1967);1
577;Gjirokastër;City;20.1333;40.0667;http://dbpedia.org/resource/Bashkim_Fino|Bashkim Fino (1962);1
578;Glasgow;City;-4.25143;55.8609;http://dbpedia.org/resource/George_Kerevan|George Kerevan (1949),http://dbpedia.org/resource/Kirkman_Finlay|Kirkman Finlay (1773);2
579;Glen Huntly, Victoria;;145.046;-37.894;http://dbpedia.org/resource/Bill_Mitchell_(economist)|Bill Mitchell (economist) (1952);1
580;Glens Falls, New York;City;-73.6483;43.3122;http://dbpedia.org/resource/Edward_C._Prescott|Edward C. Prescott (1940);1
581;Gloucestershire;AdministrativeRegion;-2.16667;51.8333;http://dbpedia.org/resource/Beatrice_Webb|Beatrice Webb (1858);1
582;Gold Coast (British colony);Country;-0.2167;5.55;http://dbpedia.org/resource/Jones_Ofori_Atta|Jones Ofori Atta (1937),http://dbpedia.org/resource/Joseph_Henry_Mensah|Joseph Henry Mensah (1928);2
583;Goma;City;29.2333;-1.68333;http://dbpedia.org/resource/Alicios_Theluji|Alicios Theluji (1987);1
584;Gombe State;;11.1667;10.25;http://dbpedia.org/resource/Ibrahim_Hassan_Dankwambo|Ibrahim Hassan Dankwambo (1962);1
585;Gomel;;30.9842;52.4453;http://dbpedia.org/resource/Andrei_Gromyko|Andrei Gromyko (2000);1
586;Gongju;City;127.117;36.45;http://dbpedia.org/resource/Chung_Un-chan|Chung Un-chan (1947);1
587;Gorakhpur;City;83.4039;26.7637;http://dbpedia.org/resource/Ram_Upendra_Das|Ram Upendra Das (1967);1
588;Gorkha District;;84.6898;28.29;http://dbpedia.org/resource/Swarnim_Wagle|Swarnim Wagle (2000);1
589;Gorontalo (city);City;123.067;0.533333;http://dbpedia.org/resource/Ong_Eng_Die|Ong Eng Die (1910);1
590;Gotha, Florida;;-81.5167;28.5333;http://dbpedia.org/resource/Michael_Munger|Michael Munger (1958);1
591;Gothenburg;City;11.9667;57.7;http://dbpedia.org/resource/Carl_B._Hamilton|Carl B. Hamilton (1946);1
592;Grafton, New South Wales;City;152.933;-29.6833;http://dbpedia.org/resource/Peter_Drysdale|Peter Drysdale (1938);1
593;Grand Forks, North Dakota;City;-97.0325;47.9253;http://dbpedia.org/resource/Mancur_Olson|Mancur Olson (1932);1
594;Grand Island, Nebraska;City;-98.3581;40.9222;http://dbpedia.org/resource/Edith_Abbott|Edith Abbott (1876);1
595;Grand Rapids, Michigan;City;-85.6556;42.9611;http://dbpedia.org/resource/J._Dewey_Daane|J. Dewey Daane (1918),http://dbpedia.org/resource/L._William_Seidman|L. William Seidman (1921);2
596;Greece;Country;23.7167;37.9667;http://dbpedia.org/resource/Apostolos_Serletis|Apostolos Serletis (1954),http://dbpedia.org/resource/Charalambos_D._Aliprantis|Charalambos D. Aliprantis (1946),http://dbpedia.org/resource/Christos_Papoutsis|Christos Papoutsis (1953),http://dbpedia.org/resource/Costas_Simitis|Costas Simitis (1936),http://dbpedia.org/resource/George_Zanias|George Zanias (1955),http://dbpedia.org/resource/Giannis_Diamantidis|Giannis Diamantidis (1948),http://dbpedia.org/resource/Gikas_Hardouvelis|Gikas Hardouvelis (1955);7
597;Greenfield, Massachusetts;City;-72.6;42.5875;http://dbpedia.org/resource/Kevin_Hassett|Kevin Hassett (1962);1
598;Greenwich, Connecticut;Town;-73.6136;41.0389;http://dbpedia.org/resource/Anne_E._Preston|Anne E. Preston (1955);1
599;Grenada;Country;-61.75;12.05;http://dbpedia.org/resource/Eudine_Barriteau|Eudine Barriteau (1954);1
600;Grenoble;;5.72239;45.1715;http://dbpedia.org/resource/Sophie_Béjean|Sophie Béjean (1964);1
601;Grodno Governorate;AdministrativeRegion;23.8167;53.6667;http://dbpedia.org/resource/Alexander_Bogdanov|Alexander Bogdanov (1873);1
602;Groningen;City;6.56667;53.2167;http://dbpedia.org/resource/Aat_van_Rhijn|Aat van Rhijn (1892),http://dbpedia.org/resource/Bert_de_Vries|Bert de Vries (1938);2
603;Guadalajara, Spain;Town;-3.16739;40.6337;http://dbpedia.org/resource/Abraham_Guillén|Abraham Guillén (1913);1
604;Guatemala City;City;-90.5353;14.6133;http://dbpedia.org/resource/Haroldo_Rodas|Haroldo Rodas (1946);1
605;Guayaquil;City;-79.8833;-2.18333;http://dbpedia.org/resource/Cecilia_Calderón|Cecilia Calderón (1949),http://dbpedia.org/resource/Rafael_Correa|Rafael Correa (1963);2
606;Guinea;Country;-10.0;11.0;http://dbpedia.org/resource/Cellou_Dalein_Diallo|Cellou Dalein Diallo (1952);1
607;Gulbene;Town;26.75;57.1667;http://dbpedia.org/resource/Inguna_Sudraba|Inguna Sudraba (1964);1
608;Gungu;Village;19.3167;-5.73333;http://dbpedia.org/resource/Adolphe_Muzito|Adolphe Muzito (1957);1
609;Gunma Prefecture;;139.117;36.3667;http://dbpedia.org/resource/Ken-Ichi_Inada|Ken-Ichi Inada (1925);1
610;Guntur;City;80.4428;16.3008;http://dbpedia.org/resource/C._V._S._K._Sarma|C. V. S. K. Sarma (1953);1
611;Gwangju;City;126.917;35.1667;http://dbpedia.org/resource/Jang_Young-sik|Jang Young-sik (1935);1
612;Görlitz;Town;14.9872;51.1528;http://dbpedia.org/resource/Oskar_Morgenstern|Oskar Morgenstern (1902);1
613;Göttingen;Town;9.93556;51.5339;http://dbpedia.org/resource/Ernst-Ludwig_von_Thadden|Ernst-Ludwig von Thadden (1959),http://dbpedia.org/resource/Werner_Hildenbrand|Werner Hildenbrand (1936);2
614;Głubczyce;;17.8247;50.2011;http://dbpedia.org/resource/Adam_Lipiński|Adam Lipiński (1956);1
615;Haarlem;City;4.63333;52.3833;http://dbpedia.org/resource/Geert_Hofstede|Geert Hofstede (1928),http://dbpedia.org/resource/Hans_Hoogervorst|Hans Hoogervorst (1956),http://dbpedia.org/resource/Joop_Wijn|Joop Wijn (1969);3
616;Habry;Town;15.4789;49.7567;http://dbpedia.org/resource/František_Ladislav_Chleborád|František Ladislav Chleborád (2000);1
617;Hadiach;City;34.0;50.3667;http://dbpedia.org/resource/Mykhailo_Drahomanov|Mykhailo Drahomanov (1841);1
618;Haifa;City;34.9833;32.8167;http://dbpedia.org/resource/Amos_Tversky|Amos Tversky (1937),http://dbpedia.org/resource/Ronen_Palan|Ronen Palan (1957);2
619;Hale County, Texas;AdministrativeRegion;-101.83;34.07;http://dbpedia.org/resource/James_Orlin_Grabbe|James Orlin Grabbe (1947);1
620;Halifax, Nova Scotia;Town;-63.5906;44.6475;http://dbpedia.org/resource/Frank_Dunstone_Graham|Frank Dunstone Graham (1890),http://dbpedia.org/resource/Glenn_MacDonald|Glenn MacDonald (1952),http://dbpedia.org/resource/Nicole_Fortin|Nicole Fortin (1954);3
621;Halle (Saale);City;11.9697;51.4828;http://dbpedia.org/resource/Étienne_Laspeyres|Étienne Laspeyres (1834);1
622;Haltwhistle;;-2.458;54.97;http://dbpedia.org/resource/William_D._Clark|William D. Clark (1916);1
623;Hamadan;City;48.5167;34.8;http://dbpedia.org/resource/Abolhassan_Banisadr|Abolhassan Banisadr (1933);1
624;Hamamatsu;City;137.727;34.7108;http://dbpedia.org/resource/Kazuya_Kamiya|Kazuya Kamiya (1957);1
625;Hamburg;City;10.0014;53.5653;http://dbpedia.org/resource/Hans_Apel|Hans Apel (1932),http://dbpedia.org/resource/Helmut_Schmidt|Helmut Schmidt (1918),http://dbpedia.org/resource/Henning_Behrens|Henning Behrens (1940),http://dbpedia.org/resource/Lael_Brainard|Lael Brainard (1962),http://dbpedia.org/resource/Michael_Bruno|Michael Bruno (1932),http://dbpedia.org/resource/Peer_Steinbrück|Peer Steinbrück (1947);6
626;Hamilton, Massachusetts;Town;-70.8548;42.6197;http://dbpedia.org/resource/Raymond_J._Saulnier|Raymond J. Saulnier (1908);1
627;Hammersmith;;-0.2229;51.4928;http://dbpedia.org/resource/Charles_Clarke|Charles Clarke (1950),http://dbpedia.org/resource/Nicholas_Stern,_Baron_Stern_of_Brentford|Nicholas Stern, Baron Stern of Brentford (1946);2
628;Hampshire;AdministrativeRegion;-1.3081;51.0577;http://dbpedia.org/resource/Stephen_Leacock|Stephen Leacock (1869);1
629;Hampstead;;-0.1744;51.5541;http://dbpedia.org/resource/Richard_Kahn,_Baron_Kahn|Richard Kahn, Baron Kahn (1905);1
630;Hanover;City;9.71667;52.3667;http://dbpedia.org/resource/Gerhard_Glogowski|Gerhard Glogowski (1943),http://dbpedia.org/resource/Wilhelm_Georg_Friedrich_Roscher|Wilhelm Georg Friedrich Roscher (1817),http://dbpedia.org/resource/William_Davis_(journalist)|William Davis (journalist) (1933);3
631;Hanover, New Hampshire;Town;-72.2894;43.7022;http://dbpedia.org/resource/John_Perkins_(author)|John Perkins (author) (1945);1
632;Harbin;City;126.641;45.7576;http://dbpedia.org/resource/Robert_Skidelsky,_Baron_Skidelsky|Robert Skidelsky, Baron Skidelsky (1939);1
633;Hard, Austria;;9.66667;47.4667;http://dbpedia.org/resource/Ernst_Fehr|Ernst Fehr (1956);1
634;Harderwijk;Town;5.61667;52.35;http://dbpedia.org/resource/Theo_de_Meester|Theo de Meester (1851);1
635;Hardwick, Massachusetts;Town;-72.2;42.35;http://dbpedia.org/resource/Joseph_French_Johnson|Joseph French Johnson (1853);1
636;Hattingen;Town;7.18583;51.3992;http://dbpedia.org/resource/Ralf_Brauksiepe|Ralf Brauksiepe (1967);1
637;Haugesund;City;5.29833;59.4464;http://dbpedia.org/resource/Odd_Langholm|Odd Langholm (1928);1
638;Hauho;Town;24.5625;61.1722;http://dbpedia.org/resource/Johan_Wilhelm_Rangell|Johan Wilhelm Rangell (1894);1
639;Haute-Garonne;;1.5;43.4167;http://dbpedia.org/resource/Hubert_Lagardelle|Hubert Lagardelle (1874);1
640;Havana;City;-82.3589;23.1367;http://dbpedia.org/resource/Carmen_Reinhart|Carmen Reinhart (1955),http://dbpedia.org/resource/George_J._Borjas|George J. Borjas (1950);2
