;place_name;place_type;long;lat;concat_person;person
1216;Polish People's Republic;Country;21.0333;52.2167;http://dbpedia.org/resource/Tomasz_Siemoniak|Tomasz Siemoniak (1967);1
1217;Polo, Illinois;City;-89.5772;41.9869;http://dbpedia.org/resource/George_Peek|George Peek (1873);1
1218;Poltava Governorate;AdministrativeRegion;34.5686;49.5744;http://dbpedia.org/resource/Grigori_Sokolnikov|Grigori Sokolnikov (1888);1
1219;Ponteareas;Town;-8.5;42.1667;http://dbpedia.org/resource/Gonzalo_Caballero|Gonzalo Caballero (1975);1
1220;Pontenure;;9.78333;45.0;http://dbpedia.org/resource/Ettore_Gotti_Tedeschi|Ettore Gotti Tedeschi (1945);1
1221;Pontevedra;City;-8.64805;42.4336;http://dbpedia.org/resource/Valentín_Paz-Andrade|Valentín Paz-Andrade (1898);1
1222;Porsgrunn;AdministrativeRegion;9.71;59.1156;http://dbpedia.org/resource/Jacob_Aall|Jacob Aall (1773);1
1223;Port Harcourt;City;7.03361;4.82417;http://dbpedia.org/resource/Chinedum_Nwajiuba|Chinedum Nwajiuba (2000);1
1224;Portland, Oregon;City;-122.676;45.5231;http://dbpedia.org/resource/George_Dantzig|George Dantzig (1914);1
1225;Porto;Town;-8.62195;41.1621;http://dbpedia.org/resource/António_Borges|António Borges (1949),http://dbpedia.org/resource/Elisa_Ferreira|Elisa Ferreira (1955);2
1226;Porto Alegre;Town;-51.23;-30.0331;http://dbpedia.org/resource/Alexandre_Tombini|Alexandre Tombini (1963),http://dbpedia.org/resource/Paulo_Renato_Souza|Paulo Renato Souza (1945);2
1227;Portugal;Country;-9.15;38.7667;http://dbpedia.org/resource/Ana_Luís|Ana Luís (1976),http://dbpedia.org/resource/António_Bagão_Félix|António Bagão Félix (1948),http://dbpedia.org/resource/Sérgio_Rebelo|Sérgio Rebelo (1959),http://dbpedia.org/resource/Álvaro_Santos_Pereira|Álvaro Santos Pereira (1972);4
1228;Poteet, Texas;City;-98.5728;29.0372;http://dbpedia.org/resource/Bennett_McCallum|Bennett McCallum (1935);1
1229;Pottsville, Pennsylvania;City;-76.2028;40.685;http://dbpedia.org/resource/Gary_Becker|Gary Becker (1930);1
1230;Poughkeepsie, New York;City;-73.93;41.7;http://dbpedia.org/resource/Douglas_Elmendorf|Douglas Elmendorf (1962);1
1231;Prague;City;14.4167;50.0833;http://dbpedia.org/resource/Ivan_Pilip|Ivan Pilip (1963),http://dbpedia.org/resource/Jan_Kmenta|Jan Kmenta (1928),http://dbpedia.org/resource/Jan_Švejnar|Jan Švejnar (1952),http://dbpedia.org/resource/Jaroslav_Vaněk|Jaroslav Vaněk (1930),http://dbpedia.org/resource/Karl_Kautsky|Karl Kautsky (1854),http://dbpedia.org/resource/Miroslav_Singer|Miroslav Singer (1968),http://dbpedia.org/resource/Petr_Mach|Petr Mach (1975),http://dbpedia.org/resource/Vladimír_Dlouhý_(politician)|Vladimír Dlouhý (politician) (1953),http://dbpedia.org/resource/Václav_Klaus|Václav Klaus (1941);9
1232;Prairie Village, Kansas;;-94.6361;38.9897;http://dbpedia.org/resource/Robert_D._McTeer|Robert D. McTeer (2000);1
1233;Prešov;City;21.2394;49.0017;http://dbpedia.org/resource/Konrád_Burchard-Bélaváry|Konrád Burchard-Bélaváry (1837);1
1234;Pripyat;City;30.0569;51.4047;http://dbpedia.org/resource/Ihor_Umansky|Ihor Umansky (1975);1
1235;Providence, Rhode Island;City;-71.4222;41.8236;http://dbpedia.org/resource/Audri_Mukhopadhyay|Audri Mukhopadhyay (1974),http://dbpedia.org/resource/John_Bates_Clark|John Bates Clark (1847);2
1236;Province of Pomerania (1815–1945);AdministrativeRegion;14.5333;53.4333;http://dbpedia.org/resource/Paul_Mattick|Paul Mattick (1904);1
1237;Puebla;;-97.8833;19.0;http://dbpedia.org/resource/Gerardo_Rodriguez_Regordosa|Gerardo Rodriguez Regordosa (1972);1
1238;Puerto Cabello;;-68.0167;10.4667;http://dbpedia.org/resource/Henrique_Salas_Römer|Henrique Salas Römer (1936);1
1239;Pune;City;73.8567;18.5203;http://dbpedia.org/resource/Kshama_Sawant|Kshama Sawant (1973);1
1240;Puntland;Country;48.4833;8.4;http://dbpedia.org/resource/Farah_Ali_Jama|Farah Ali Jama (2000);1
1241;Putāruru;Town;175.783;-38.3833;http://dbpedia.org/resource/Gareth_Morgan_(economist)|Gareth Morgan (economist) (1953);1
1242;Pyinmana;Town;96.2;19.75;http://dbpedia.org/resource/Khin_Maung_Kyi|Khin Maung Kyi (1926);1
1243;Pécs;City;18.2331;46.0713;http://dbpedia.org/resource/Bernadett_Szél|Bernadett Szél (1977),http://dbpedia.org/resource/László_Koszorús|László Koszorús (1981);2
1244;Pétion-Ville;Village;-72.2833;18.5167;http://dbpedia.org/resource/Daniel_Rouzier|Daniel Rouzier (2000);1
1245;Pîrjolteni;Village;28.2431;47.2003;http://dbpedia.org/resource/Ion_Sturza|Ion Sturza (1960);1
1246;Păușești;Village;24.138;45.079;http://dbpedia.org/resource/Daniel_Chițoiu|Daniel Chițoiu (1967);1
1247;Qalandar District;;69.6778;33.515;http://dbpedia.org/resource/Habib_Mangal|Habib Mangal (1946);1
1248;Qatar;Country;51.5167;25.5;http://dbpedia.org/resource/Saleh_Mohammad_Al_Nabit|Saleh Mohammad Al Nabit (1965);1
1249;Qingpu District;AdministrativeRegion;121.124;31.1507;http://dbpedia.org/resource/Chen_Yuan|Chen Yuan (1945);1
1250;Qingtian County;AdministrativeRegion;120.291;28.1342;http://dbpedia.org/resource/Zhang_Naiqi|Zhang Naiqi (1897);1
1251;Quebec City;City;-71.2081;46.8139;http://dbpedia.org/resource/Alain_Paquet|Alain Paquet (1961),http://dbpedia.org/resource/Gilles_Paquet|Gilles Paquet (1936);2
1252;Querétaro;;-100.383;20.5833;http://dbpedia.org/resource/David_Ibarra_Muñoz|David Ibarra Muñoz (1930);1
1253;Quito;City;-78.5167;-0.233333;http://dbpedia.org/resource/Ana_Lucía_Armijos|Ana Lucía Armijos (1949);1
1254;Rabat;City;-6.83333;34.0333;http://dbpedia.org/resource/Fathallah_Sijilmassi|Fathallah Sijilmassi (1966),http://dbpedia.org/resource/Mahdi_Elmandjra|Mahdi Elmandjra (1933);2
1255;Radom;;21.1567;51.4036;http://dbpedia.org/resource/Dariusz_Rosati|Dariusz Rosati (1946);1
1256;Rahway, New Jersey;City;-74.2805;40.6072;http://dbpedia.org/resource/Peter_Boettke|Peter Boettke (1960);1
1257;Rajasthan;;73.8;26.6;http://dbpedia.org/resource/Bimal_Jalan|Bimal Jalan (1941);1
1258;Raleigh, North Carolina;City;-78.6333;35.7667;http://dbpedia.org/resource/Daniel_McFadden|Daniel McFadden (1937),http://dbpedia.org/resource/Louis_Bacon|Louis Bacon (1956);2
1259;Ramat Gan;City;34.8167;32.0833;http://dbpedia.org/resource/Zvi_Eckstein|Zvi Eckstein (1949);1
1260;Rasht;City;49.5831;37.2808;http://dbpedia.org/resource/Mohammad_Bagher_Nobakht|Mohammad Bagher Nobakht (1950);1
1261;Ravensburg;Town;9.61139;47.7831;http://dbpedia.org/resource/Klaus_Schwab|Klaus Schwab (1938);1
1262;Rawicz;;16.8575;51.6092;http://dbpedia.org/resource/Arthur_Ruppin|Arthur Ruppin (1876);1
1263;Recife;Town;-34.9;-8.05;http://dbpedia.org/resource/Cristovam_Buarque|Cristovam Buarque (1944),http://dbpedia.org/resource/Paulo_Câmara|Paulo Câmara (1972);2
1264;Regina, Saskatchewan;City;-104.607;50.4547;http://dbpedia.org/resource/Grant_Devine|Grant Devine (1944),http://dbpedia.org/resource/Robin_Boadway|Robin Boadway (1943);2
1265;Reigate;;-0.206;51.237;http://dbpedia.org/resource/Vera_Anstey|Vera Anstey (1889);1
1266;Reineh;;35.3153;32.7222;http://dbpedia.org/resource/Salem_Hanna_Khamis|Salem Hanna Khamis (1919);1
1267;Republic of Ireland;Country;-6.2675;53.3442;http://dbpedia.org/resource/T._K._Whitaker|T. K. Whitaker (1916);1
1268;Reutlingen;Town;9.21667;48.4833;http://dbpedia.org/resource/Friedrich_List|Friedrich List (1789);1
1269;Revúca;Town;20.1133;48.6831;http://dbpedia.org/resource/Tihamér_Fabinyi|Tihamér Fabinyi (1890);1
1270;Reyero;Village;-5.19882;42.949;http://dbpedia.org/resource/Diego_Abad_de_Santillán|Diego Abad de Santillán (1897);1
1271;Rheydt;;6.45;51.1667;http://dbpedia.org/resource/Axel_Ockenfels|Axel Ockenfels (1969);1
1272;Richardson, Texas;City;-96.7158;32.9656;http://dbpedia.org/resource/Joseph_Nation|Joseph Nation (1956);1
1273;Richland, Iowa;City;-91.9939;41.185;http://dbpedia.org/resource/Paul_McCracken_(economist)|Paul McCracken (economist) (1915);1
1274;Richmond, Virginia;City;-77.4667;37.5333;http://dbpedia.org/resource/Abram_Lincoln_Harris|Abram Lincoln Harris (1899),http://dbpedia.org/resource/Hollis_B._Chenery|Hollis B. Chenery (1918),http://dbpedia.org/resource/Linwood_Pendleton|Linwood Pendleton (1964);3
1275;Ridgefield Park, New Jersey;Village;-74.0199;40.8547;http://dbpedia.org/resource/Richard_Easterlin|Richard Easterlin (1926);1
1276;Ridgewood, New Jersey;Village;-74.1135;40.9816;http://dbpedia.org/resource/Eric_S._Rosengren|Eric S. Rosengren (1957);1
1277;Riga;City;24.1064;56.9489;http://dbpedia.org/resource/Roberts_Zīle|Roberts Zīle (1958),http://dbpedia.org/resource/Vjačeslavs_Dombrovskis|Vjačeslavs Dombrovskis (1977);2
1278;Riihimäki;City;24.7667;60.7333;http://dbpedia.org/resource/Sirkka_Hämäläinen|Sirkka Hämäläinen (1939);1
1279;Rio de Janeiro;City;-43.2059;-22.9114;http://dbpedia.org/resource/Arminio_Fraga|Arminio Fraga (1957),http://dbpedia.org/resource/Beny_Parnes|Beny Parnes (1959),http://dbpedia.org/resource/Celso_Pitta|Celso Pitta (1946),http://dbpedia.org/resource/Cesar_Maia|Cesar Maia (1945),http://dbpedia.org/resource/Gustavo_Franco|Gustavo Franco (1956),http://dbpedia.org/resource/José_Scheinkman|José Scheinkman (1948),http://dbpedia.org/resource/Marcílio_Marques_Moreira|Marcílio Marques Moreira (1931),http://dbpedia.org/resource/Rodrigo_Constantino|Rodrigo Constantino (1976);8
1280;Riobamba;City;-78.6483;-1.67435;http://dbpedia.org/resource/Bolívar_Echeverría|Bolívar Echeverría (1941),http://dbpedia.org/resource/Elizabeth_Cabezas|Elizabeth Cabezas (1963);2
1281;Ripley, New York;Town;-79.6981;42.2617;http://dbpedia.org/resource/Richard_T._Ely|Richard T. Ely (1854);1
1282;Risipeni;Village;27.6661;47.46;http://dbpedia.org/resource/Maia_Sandu|Maia Sandu (1972);1
1283;Risør (town);Town;9.23418;58.7206;http://dbpedia.org/resource/Victor_D._Norman|Victor D. Norman (1946);1
1284;Riverside, Illinois;Village;-87.8161;41.8308;http://dbpedia.org/resource/Edward_J._Nell|Edward J. Nell (1935);1
1285;Roanoke, Virginia;City;-79.9417;37.2708;http://dbpedia.org/resource/Henry_N._Butler|Henry N. Butler (1954);1
1286;Rochester, New Hampshire;City;-70.9731;43.3019;http://dbpedia.org/resource/Lyndon_LaRouche|Lyndon LaRouche (1922);1
1287;Rochester, New York;City;-77.6114;43.1656;http://dbpedia.org/resource/Christopher_Thornberg|Christopher Thornberg (1967),http://dbpedia.org/resource/Edward_Gramlich|Edward Gramlich (1939),http://dbpedia.org/resource/Kenneth_Rogoff|Kenneth Rogoff (1953);3
1288;Rockford, Illinois;City;-89.0644;42.2594;http://dbpedia.org/resource/Gordon_Tullock|Gordon Tullock (1922);1
1289;Rokiškis District Municipality;Town;25.5739;55.95;http://dbpedia.org/resource/Juozas_Tūbelis|Juozas Tūbelis (1882);1
1290;Romania;Country;26.1;46.0;http://dbpedia.org/resource/Cosmin_Marinescu|Cosmin Marinescu (1976),http://dbpedia.org/resource/Ioana_Petrescu|Ioana Petrescu (1980),http://dbpedia.org/resource/Reuven_Brenner|Reuven Brenner (2000),http://dbpedia.org/resource/Rita_Klímová|Rita Klímová (1931);4
1291;Rome;City;12.5;41.8833;http://dbpedia.org/resource/Alessandro_Roncaglia|Alessandro Roncaglia (1947),http://dbpedia.org/resource/Antonio_Marzano|Antonio Marzano (1935),http://dbpedia.org/resource/Cesare_Romiti|Cesare Romiti (1923),http://dbpedia.org/resource/Daniele_Archibugi|Daniele Archibugi (2000),http://dbpedia.org/resource/Enrico_Cuccia|Enrico Cuccia (1907),http://dbpedia.org/resource/Enrico_Giovannini|Enrico Giovannini (1957),http://dbpedia.org/resource/Fabrizio_Cicchitto|Fabrizio Cicchitto (1940),http://dbpedia.org/resource/Fabrizio_Saccomanni|Fabrizio Saccomanni (1942),http://dbpedia.org/resource/Franco_Modigliani|Franco Modigliani (1918),http://dbpedia.org/resource/Lucrezia_Reichlin|Lucrezia Reichlin (1954),http://dbpedia.org/resource/Luigi_Spaventa|Luigi Spaventa (1934),http://dbpedia.org/resource/Mario_Draghi|Mario Draghi (1947),http://dbpedia.org/resource/Pier_Carlo_Padoan|Pier Carlo Padoan (1950),http://dbpedia.org/resource/Valeria_Sannucci|Valeria Sannucci (1953);14
1292;Romny;;33.4667;50.75;http://dbpedia.org/resource/Haim_Arlosoroff|Haim Arlosoroff (1899);1
1293;Rosario, Santa Fe;City;-60.6394;-32.9575;http://dbpedia.org/resource/Eduardo_Sguiglia|Eduardo Sguiglia (1952);1
1294;Rossland, British Columbia;City;-117.799;49.0786;http://dbpedia.org/resource/Phyllis_Ross|Phyllis Ross (1903);1
1295;Rostock;Town;12.1333;54.0833;http://dbpedia.org/resource/Gerhard_Zeitel|Gerhard Zeitel (1927);1
1296;Rotterdam;City;4.5;51.9167;http://dbpedia.org/resource/Gerard_Helders|Gerard Helders (1905),http://dbpedia.org/resource/Gijs_van_Aardenne|Gijs van Aardenne (1930),http://dbpedia.org/resource/Jacques_J._Polak|Jacques J. Polak (1914),http://dbpedia.org/resource/Koos_Andriessen|Koos Andriessen (1928),http://dbpedia.org/resource/Laurens_de_Haan|Laurens de Haan (1937),http://dbpedia.org/resource/Norbert_Schmelzer|Norbert Schmelzer (1921),http://dbpedia.org/resource/Ruud_Lubbers|Ruud Lubbers (1939),http://dbpedia.org/resource/Wil_Albeda|Wil Albeda (1925);8
1297;Roubaix;;3.18167;50.6901;http://dbpedia.org/resource/Bernard_Arnault|Bernard Arnault (1949);1
1298;Roudnice nad Labem;Town;14.2539;50.4236;http://dbpedia.org/resource/Tomáš_Sedláček_(economist)|Tomáš Sedláček (economist) (1977);1
1299;Rufino, Santa Fe;City;-62.7;-34.2667;http://dbpedia.org/resource/Federico_Sturzenegger|Federico Sturzenegger (1966);1
1300;Rush Lake, Saskatchewan;Village;-107.4;50.4;http://dbpedia.org/resource/Vincent_Dantzer|Vincent Dantzer (1923);1
1301;Rushville, Illinois;City;-90.5631;40.1211;http://dbpedia.org/resource/Wesley_Clair_Mitchell|Wesley Clair Mitchell (1874);1
1302;Russia;Country;90.0;60.0;http://dbpedia.org/resource/Alexey_Miller|Alexey Miller (1962),http://dbpedia.org/resource/Artyom_Shneyerov|Artyom Shneyerov (2000),http://dbpedia.org/resource/Shlomo_Weber|Shlomo Weber (1949),http://dbpedia.org/resource/Vladimir_Burkov|Vladimir Burkov (1939);4
1303;Rwanda;Country;30.0594;-1.94389;http://dbpedia.org/resource/Christine_Nyatanyi|Christine Nyatanyi (1965),http://dbpedia.org/resource/Mbaranga_Gasarabwe|Mbaranga Gasarabwe (1959),http://dbpedia.org/resource/Monique_Nsanzabaganwa|Monique Nsanzabaganwa (1971),http://dbpedia.org/resource/Valentine_Rugwabiza|Valentine Rugwabiza (1963),http://dbpedia.org/resource/Vincent_Munyeshyaka|Vincent Munyeshyaka (2000);5
1304;Rîbnița District;AdministrativeRegion;29.0;47.75;http://dbpedia.org/resource/Ivan_Calin|Ivan Calin (1935);1
1305;Sabanalarga, Atlántico;Town;-74.9211;10.6311;http://dbpedia.org/resource/Carlos_Rodado_Noriega|Carlos Rodado Noriega (1943);1
1306;Sabunçu, Baku;Village;49.9481;40.4425;http://dbpedia.org/resource/Nikolai_Baibakov|Nikolai Baibakov (1911);1
1307;Sadova, Călărași;Village;28.35;47.1892;http://dbpedia.org/resource/Igor_Dodon|Igor Dodon (1975);1
1308;Saint Andrew Parish, Jamaica;AdministrativeRegion;-76.9;18.0167;http://dbpedia.org/resource/Norman_Girvan|Norman Girvan (1941);1
1309;Saint Paul, Minnesota;City;-93.0936;44.9442;http://dbpedia.org/resource/James_O'Shaughnessy|James O'Shaughnessy (2000),http://dbpedia.org/resource/Trevon_Logan|Trevon Logan (2000);2
1310;Saint Petersburg;City;30.3086;59.9375;http://dbpedia.org/resource/Ayn_Rand|Ayn Rand (1905),http://dbpedia.org/resource/Ladislaus_Bortkiewicz|Ladislaus Bortkiewicz (1868);2
1311;Saint-Jacques, Quebec;Town;-73.5667;45.95;http://dbpedia.org/resource/Bernard_Landry|Bernard Landry (1937);1
1312;Salekhard;;66.6;66.5333;http://dbpedia.org/resource/Dmitry_Artyukhov|Dmitry Artyukhov (1988);1
1313;Salem, Massachusetts;City;-70.8972;42.5194;http://dbpedia.org/resource/Paul_Douglas|Paul Douglas (1892);1
1314;Salins-les-Bains;;5.8792;46.9419;http://dbpedia.org/resource/Victor_Prosper_Considerant|Victor Prosper Considerant (1808);1
1315;Salisbury;;-1.7936;51.074;http://dbpedia.org/resource/Henry_Fawcett|Henry Fawcett (1833);1
1316;Salt Lake City;City;-111.891;40.7608;http://dbpedia.org/resource/Karl_A._Fox|Karl A. Fox (1917);1
1317;Salvador, Bahia;Town;-38.4767;-12.9747;http://dbpedia.org/resource/Lúcio_Mauro_Vinhas_de_Souza|Lúcio Mauro Vinhas de Souza (1966),http://dbpedia.org/resource/Rui_Costa_(politician)|Rui Costa (politician) (1963);2
1318;Samara;;50.1408;53.2028;http://dbpedia.org/resource/Anton_Kotyakov|Anton Kotyakov (1980);1
1319;Samokov;Town;23.55;42.3333;http://dbpedia.org/resource/Ilian_Mihov|Ilian Mihov (1966);1
1320;San Carlo Canavese;;7.61667;45.25;http://dbpedia.org/resource/Elsa_Fornero|Elsa Fornero (1948);1
1321;San Diego;City;-117.162;32.715;http://dbpedia.org/resource/John_Kotter|John Kotter (1947),http://dbpedia.org/resource/Michael_Zucchet|Michael Zucchet (1969);2
1322;San Francisco;City;-122.416;37.7775;http://dbpedia.org/resource/Julianne_Malveaux|Julianne Malveaux (1953),http://dbpedia.org/resource/Orley_Ashenfelter|Orley Ashenfelter (1942);2
1323;San Francisco, Córdoba;City;-62.0714;-31.4356;http://dbpedia.org/resource/Domingo_Cavallo|Domingo Cavallo (1946);1
1324;San Jose, California;City;-121.9;37.3333;http://dbpedia.org/resource/Carl_Shoup|Carl Shoup (1902);1
1325;San José, Costa Rica;City;-84.0833;9.93333;http://dbpedia.org/resource/Christiana_Figueres|Christiana Figueres (1956),http://dbpedia.org/resource/Epsy_Campbell_Barr|Epsy Campbell Barr (1963),http://dbpedia.org/resource/Miguel_Ángel_Rodríguez|Miguel Ángel Rodríguez (1940),http://dbpedia.org/resource/Rebeca_Grynspan|Rebeca Grynspan (1955);4
1326;San Luis Obispo, California;City;-120.663;35.2742;http://dbpedia.org/resource/Gary_H._Stern|Gary H. Stern (1944);1
1327;San Miguel de Tucumán;;-65.2167;-26.8331;http://dbpedia.org/resource/Raúl_Prebisch|Raúl Prebisch (1901);1
1328;San Salvador;;-89.1914;13.6989;http://dbpedia.org/resource/Nelson_Fuentes|Nelson Fuentes (1978);1
1329;San Sebastián;;-1.98556;43.3214;http://dbpedia.org/resource/Manuel_Escudero|Manuel Escudero (1946);1
1330;Sandwich, Illinois;City;-88.6172;41.65;http://dbpedia.org/resource/Simon_Patten|Simon Patten (1852);1
1331;Sandwich, Massachusetts;Town;-70.4944;41.7589;http://dbpedia.org/resource/Steve_Kamb|Steve Kamb (2000);1
1332;Sandy, Bedfordshire;;-0.297;52.131;http://dbpedia.org/resource/John_Harry_Dunning|John Harry Dunning (1927);1
1333;Santa Marta;;-74.2053;11.2419;http://dbpedia.org/resource/Maria_Claudia_Lacouture|Maria Claudia Lacouture (2000);1
1334;Santa Monica, California;City;-118.481;34.0219;http://dbpedia.org/resource/Harold_W._Kuhn|Harold W. Kuhn (1925);1
1335;Santa Rosa, California;City;-122.705;38.4486;http://dbpedia.org/resource/Frederick_C._Mills|Frederick C. Mills (1892);1
1336;Santiago;City;-70.6667;-33.45;http://dbpedia.org/resource/Alejandro_Gaviria_Uribe|Alejandro Gaviria Uribe (1965),http://dbpedia.org/resource/Andrés_Velasco|Andrés Velasco (1960),http://dbpedia.org/resource/Carlos_Ominami|Carlos Ominami (1950),http://dbpedia.org/resource/Evelyn_Matthei|Evelyn Matthei (1953),http://dbpedia.org/resource/Felipe_Larraín_Bascuñán|Felipe Larraín Bascuñán (1958),http://dbpedia.org/resource/Ricardo_J._Caballero|Ricardo J. Caballero (1959),http://dbpedia.org/resource/Ricardo_Lagos|Ricardo Lagos (1938),http://dbpedia.org/resource/Sebastián_Piñera|Sebastián Piñera (1949),http://dbpedia.org/resource/Óscar_Fanjul|Óscar Fanjul (1949);9
1337;Santiago de Compostela;City;-8.54444;42.8778;http://dbpedia.org/resource/Xosé_Manuel_Beiras|Xosé Manuel Beiras (1936);1
1338;Sanzhi District;AdministrativeRegion;121.525;25.2367;http://dbpedia.org/resource/Lee_Teng-hui|Lee Teng-hui (1923);1
1339;Sapporo;City;141.35;43.0667;http://dbpedia.org/resource/Michihiro_Kandori|Michihiro Kandori (1959),http://dbpedia.org/resource/Takatoshi_Ito|Takatoshi Ito (2000);2
1340;Saratov;City;46.0167;51.5333;http://dbpedia.org/resource/Pyotr_Lyashchenko|Pyotr Lyashchenko (1876);1
1341;Sarny;;26.6058;51.3372;http://dbpedia.org/resource/Czesław_Bobrowski|Czesław Bobrowski (1904);1
1342;Saskatoon;City;-106.683;52.1333;http://dbpedia.org/resource/Erin_Weir|Erin Weir (2000),http://dbpedia.org/resource/Peter_Tertzakian|Peter Tertzakian (1961);2
1343;Saugerties (village), New York;Village;-73.9503;42.0764;http://dbpedia.org/resource/Irving_Fisher|Irving Fisher (1867);1
1344;Savannah, Georgia;City;-81.1167;32.0167;http://dbpedia.org/resource/Antony_Davies|Antony Davies (2000);1
1345;Saxonburg, Pennsylvania;CityDistrict;-79.8156;40.7542;http://dbpedia.org/resource/Shirley_Montag_Almon|Shirley Montag Almon (1935);1
1346;Scandiano;;10.6917;44.5972;http://dbpedia.org/resource/Romano_Prodi|Romano Prodi (1939);1
1347;Schweinfurt;Town;10.2333;50.05;http://dbpedia.org/resource/Ivo_Welch|Ivo Welch (1963);1
1348;Schüttorf;Town;7.21667;52.3167;http://dbpedia.org/resource/Niko_Paech|Niko Paech (1960);1
1349;Scituate, Massachusetts;Town;-70.7264;42.1958;http://dbpedia.org/resource/Albert_Hamilton_Gordon|Albert Hamilton Gordon (1901);1
1350;Scotland;Country;-3.18889;55.9531;http://dbpedia.org/resource/James_Mavor|James Mavor (1854),http://dbpedia.org/resource/Ronald_MacDonald_(economist)|Ronald MacDonald (economist) (2000);2
1351;Scranton, Pennsylvania;City;-75.6675;41.4106;http://dbpedia.org/resource/Edwin_W._Kemmerer|Edwin W. Kemmerer (1875),http://dbpedia.org/resource/Morris_H._DeGroot|Morris H. DeGroot (1931),http://dbpedia.org/resource/Robert_Reich|Robert Reich (1946);3
1352;Seattle;City;-122.333;47.6097;http://dbpedia.org/resource/Heather_Boushey|Heather Boushey (2000),http://dbpedia.org/resource/Jean_Olson_Lanjouw|Jean Olson Lanjouw (1962),http://dbpedia.org/resource/Lance_E._Davis|Lance E. Davis (1928),http://dbpedia.org/resource/Phillip_D._Cagan|Phillip D. Cagan (1927);4
1353;Second Polish Republic;Country;21.0167;52.2333;http://dbpedia.org/resource/Jacob_Mincer|Jacob Mincer (1922),http://dbpedia.org/resource/Morton_Kamien|Morton Kamien (1938),http://dbpedia.org/resource/Samuel_Karlin|Samuel Karlin (1924),http://dbpedia.org/resource/Włodzimierz_Brus|Włodzimierz Brus (1921);4
1354;Seinäjoki;City;22.8417;62.7917;http://dbpedia.org/resource/Jorma_Ollila|Jorma Ollila (1950);1
1355;Sekondi-Takoradi;City;-1.76667;4.91667;http://dbpedia.org/resource/Edward_S._Ayensu|Edward S. Ayensu (2000);1
1356;Semnan, Iran;City;53.3972;35.5728;http://dbpedia.org/resource/Farhad_Rahbar|Farhad Rahbar (1959);1
1357;Senegal;Country;-17.4167;14.6667;http://dbpedia.org/resource/Mamadou_Dia|Mamadou Dia (1910);1
1358;Senica;Town;17.3667;48.6806;http://dbpedia.org/resource/Ján_Oravec|Ján Oravec (1964);1
1359;Seoul;City;126.99;37.5667;http://dbpedia.org/resource/Ha-Joon_Chang|Ha-Joon Chang (1963),http://dbpedia.org/resource/Kim_Choong-soo|Kim Choong-soo (1947),http://dbpedia.org/resource/Sung_Won_Sohn|Sung Won Sohn (1944);3
1360;Sestroretsk;Country;29.95;60.1;http://dbpedia.org/resource/Andrey_Illarionov|Andrey Illarionov (1961);1
1361;Seville;Town;-5.99;37.39;http://dbpedia.org/resource/Juergen_B._Donges|Juergen B. Donges (1940);1
1362;Sewickley, Pennsylvania;CityDistrict;-80.1844;40.5364;http://dbpedia.org/resource/Frederick_H._Harbison|Frederick H. Harbison (1912);1
1363;Sexsmith, Alberta;Town;-118.783;55.3508;http://dbpedia.org/resource/Colin_Carter|Colin Carter (1954);1
1364;Shakhtyorsk;;142.107;49.1589;http://dbpedia.org/resource/Alexander_Medvedev|Alexander Medvedev (1955);1
1365;Shaki, Azerbaijan;;47.1706;41.1919;http://dbpedia.org/resource/Ali_Masimov|Ali Masimov (1953);1
1366;Shanghai;Town;121.475;31.2286;http://dbpedia.org/resource/Cheng_Xiaonong|Cheng Xiaonong (1950),http://dbpedia.org/resource/Han_Zheng|Han Zheng (2000),http://dbpedia.org/resource/Jiang_Jianqing|Jiang Jianqing (1953),http://dbpedia.org/resource/Sho-Chieh_Tsiang|Sho-Chieh Tsiang (1918);4
1367;Shaoyang;City;111.468;27.2395;http://dbpedia.org/resource/He_Qinglian|He Qinglian (1956);1
1368;Sharkawshchyna;;27.4667;55.3667;http://dbpedia.org/resource/Henry_Schultz|Henry Schultz (1893);1
1369;Sheffield;City;-1.46667;53.3833;http://dbpedia.org/resource/Edward_Lawrence_Wheelwright|Edward Lawrence Wheelwright (1921);1
1370;Shengzhou;City;120.817;29.6;http://dbpedia.org/resource/Ma_Yinchu|Ma Yinchu (1882);1
1371;Sherbrooke;City;-71.9;45.4;http://dbpedia.org/resource/Rita_Dionne-Marsolais|Rita Dionne-Marsolais (1947);1
1372;Shillong;City;91.8833;25.5667;http://dbpedia.org/resource/Bibek_Debroy|Bibek Debroy (1955);1
1373;Shimla;City;77.1722;31.1033;http://dbpedia.org/resource/Shahid_Javed_Burki|Shahid Javed Burki (1938);1
1374;Shiraz;City;52.5425;29.61;http://dbpedia.org/resource/M._Hashem_Pesaran|M. Hashem Pesaran (1946);1
1375;Shoreham-by-Sea;;-0.273;50.834;http://dbpedia.org/resource/Richard_Blundell|Richard Blundell (1952);1
1376;Shrewsbury;Town;-2.754;52.708;http://dbpedia.org/resource/Patrick_Minford|Patrick Minford (1943);1
1377;Shropshire;AdministrativeRegion;-2.71667;52.6167;http://dbpedia.org/resource/Zanny_Minton_Beddoes|Zanny Minton Beddoes (2000);1
1378;Sialkot;City;74.5311;32.4925;http://dbpedia.org/resource/Gulzarilal_Nanda|Gulzarilal Nanda (1898);1
1379;Sibley, Kansas;Town;-97.7014;39.615;http://dbpedia.org/resource/May_Louise_Cowles|May Louise Cowles (1892);1
